ConversationID,TopicDescription
C_406,佟掌柜说她阴险，郭芙蓉提醒佟掌柜不要招惹她
C_407,秀才向佟掌柜和郭芙蓉炫耀无双给他做的衣服，郭芙蓉气不过怼他
C_408,郭芙蓉和佟掌柜讨论送秀才衣服会不会高兴的问题
C_409,秀才表示自己太喜欢这件衣服不舍得穿，惹得郭芙蓉很不高兴
C_410,莫小贝和佟掌柜产生冲突，佟掌柜命令莫小贝罚抄一万遍
C_411,佟掌柜一气之下将掌柜让给莫小贝，莫小贝表现的很委屈
C_412,老白拍莫小贝的马屁，被莫小贝回怼
C_413,老白向莫小贝汇报工作，佟掌柜在一旁嘲讽小贝收入少
C_414,大嘴失恋，佟掌柜和老白安慰他，希望他看开点
C_415,佟掌柜吓唬饭桌上的好友，好友们不以为然，仍放心的吃饭
C_416,佟掌柜和老白分析是谁在搞鬼，陷入焦虑之中
C_417,邢捕头劝小六不干捕快，小六不服气
C_418,老白纳闷为什么找他们，李大嘴责怪老白被佟掌柜救场
C_419,佟掌柜在外面喊伯母，老白劝阻，仍不死心
C_420,老白分析公孙乌龙是冲着秀才来的，众人被吓到
C_421,秀才不想再一直躲着，夸芙蓉功夫好被老白嘲讽
C_422,芙蓉劝小六消消气，小六不领情被芙蓉训斥
C_423,佟掌柜关心伯母情况，小六在一旁插嘴说风凉话激怒老白
C_424,佟掌柜和芙蓉没有看好店里老白珍贵的东西，老白生气训斥
C_425,客人想和老白比一场，老白委婉拒绝被客人强制要求
C_426,邢捕头来店里，佟掌柜和老白热烈欢迎想要套邢捕头的话
C_427,佟掌柜背地里劝诫李大嘴和亲属搞好关系，李大嘴表示无奈
C_428,佟掌柜夸赞秀才最机灵，被大嘴听见表示不服气，被佟掌柜嘲讽
C_429,佟掌柜担心牌子还不回来，芙蓉表示不理解说风凉话，被佟掌柜威胁
C_430,娘替老白出主意，老白害怕，心里有所顾虑
C_431,娘劝老白跟她走，老白不想走，娘想要威胁他
C_432,老白和佟掌柜讨论关于老白是否要留在这里的问题
C_433,佟掌柜和芙蓉给老白娘按摩夸赞她，希望能说服她
C_434,娘仍想拉老白走，老白劝说被娘反驳
C_435,娘在饭局上和芙蓉等人聊天，并且威胁他们不能欺负老白
C_436,娘凶佟掌柜起床不洗脸不叠被，处处为难她
C_437,大嘴和秀才夸赞老白有出息，替老白高兴，被老白哄走
C_438,佟掌柜为了哄伯母开心，贬低自己的位置，称都是自愿做的
C_439,娘原谅了佟掌柜，佟掌柜表示不敢相信
C_440,娘解释心疼佟掌柜洗衣服的原因是心疼肥皂粉用的太多
C_441,娘和老白产生争执，老白不忍心让她受苦受累，娘说是为他好
C_442,娘受委屈认为老白不重视自己了，老白挽留
C_443,佟掌柜和娘谈话，佟掌柜非常谨慎的顺从她
C_444,老白跟佟掌柜抱怨自己娘，佟掌柜在一旁劝他消消气
C_445,老白告诉娘以后不再管她了，娘劝阻他让他回来
C_446,娘告诉了儿子自己的真实身份，老白感到惊讶激动不已
C_447,老白纳闷为什么自己没有学到本事，被娘训斥了一番
C_448,老白劝娘快讲贼缉拿归案，娘向他解释没有线索
C_449,众人责怪秀才捅了篓子，秀才不以为然，娘向他们解释这件事情的严重性
C_450,邢捕头和小六对峙，老头询问小六姓名，小六谨慎不敢说
C_451,老高跟兄弟们讲有老乡和班长般配，兄弟们好奇心爆棚，纷纷询问
C_452,老乡跟老高讲自己找对象的方法，令老高震惊，解释到自己找不了这么多
C_453,班长和小姑娘聊天，显得很紧张，不知道怎么说话
C_454,班长跟兄弟们分享自己和小姑娘的故事，兄弟们担心班长被骗
C_455,兄弟们分析那个女孩儿，认为她想吊班长胃口，他们分析班长没有感动那个女孩儿
C_456,战友们互相推卸责任，认为不该让班长对老乡心动
C_457,战友安慰班长不要让他太难过，去发泄一下，班长表现得很坚强
C_458,老高自恋表示自己不会表扬自己，被战友嘲讽他太过于自信
C_459,小姜跟班长将自己得优秀还被父亲骂，原因是自己写父亲 卖鱼缺斤少两，逗班长笑
C_460,班长询问老高那女生是否还有对象，老高讲正在闹别扭，班长一不小心说漏嘴
C_461,老高和老乡聊天，老高想把她带进去和大家一起见面
C_462,老高说她男朋友整天找她很烦，老乡表示对老高很厌烦
C_463,战友们被老乡着迷，都对她产生好感不知道怎么讲话
C_464,小吴老师参观他们宿舍，被质疑公然破坏内务被小吴老师回怼
C_465,老高批评毛毛小胡整天不务正业，乱搞事情，被两人狡辩
C_466,老高讲自己由于太忙写东西的进度很慢，依然被战友表扬，和小姜形成鲜明的对比
C_467,老高在他们呢身上搜寻东西，小姜想转移视线让副班长多检查内务
C_468,老高在小姜的床铺下搜到了违禁物品画报，小姜紧张解释不是他的，被毛毛认领
C_469,小姜被老高批评，毛毛等人安慰小姜不要让他往心里去
C_470,小张听说小姜被上报前来询问，小姜听到后更加难过
C_471,班长安排大叔大妈住下，并且吩咐老高重新出一期如实反映情况的板报
C_472,大叔大妈商量想要离开，去招待所迎接黎明
C_473,老高自己出的黑板报被战友们一一批评，纷纷表示不满
C_474,战友们批评老高出黑板报批评人家父母，表示太过分，被战友训斥
C_475,小姜和父母前来询问事情的原委，不解为什么把小姜父母写上，老高向他们解释
C_476,老高命令小胡写一首看不懂的诗，小胡不解被战友们嘲讽
C_477,班长夸赞小姜完成的好，战友们纷纷跟风争论小姜的作品
C_478,战友得知小姜的作品是大周和小姜一起完成的，纷纷嘲讽他没眼光
C_479,大周向首长告状说战友想祸害他的盆景树，首长向他们解释这幅画的内涵
C_480,小姜开心自己创作的作品被表扬，大周向他邀功
C_481,老高深度解读这个作品，将这个作品和自己联系起来，令小姜震惊
C_482,战友们看到小姜不停意见，纷纷表示愤慨，小姜不知所措
C_483,班长出主意想要维护好战友之间关系，让大家帮住小姜，小姜担心大家仍惦记他的画
C_484,导员训话炊事班战友们，大家纷纷表示从中吸取了教训
C_485,小姜向指导员告状后战友们纷纷不敢再和小姜多交往
C_486,小姜为了再次荣融入大家，偏向战友们讲画的作品就是和他们有关
C_487,大家表示都想通了那副作品跟自己没关系，小姜听到后回怼他
C_488,毛质疑小姜表示小姜在胡说八道，小姜和他争执嘲讽毛毛
C_489,老高和班长等人向小姜道歉认错，认为自己不应该那样对待小姜
C_490,小姜和大家重归于好，战友们吟诗表示开心，作品是大家齐心协力的结果
C_491,老高回家探亲，战友们纷纷为他送行，表示舍不得，并让他安心回去不要担心
C_492,班长刚想要夸奖小姜做功进步较快，小姜就表示和班长想象的有出入，被嘲讽
C_493,班长质疑毛毛去偷喝可乐了，毛毛狡辩到自己去卫生所了，班长仍半信半疑
C_494,毛毛告状连长整天背着手，连长赶忙否认被打脸
C_495,手下告诉连长电报是他自己发出去的，连长表示不信，老高让他如实交代
C_496,老班长看到老高还没有离开，撵老高抓紧时间回去探亲
C_497,领导询问操作间为何不能进人，毛毛解释领导验收被批评形式主义
C_498,领导出主意可以直接把猪圈的土挪到菜地，无奈解释道新要求不让这样弄
C_499,毛毛向司务长解释他们是老乡，被司务长嘲讽官职低
C_500,领导疑惑为何毛毛能通过检查，毛毛解释道通过种植南瓜过关
C_501,毛毛老乡解释道种南瓜的好处被反驳，老班长在一旁圆场缓解尴尬
C_502,老乡再次因为这么大年纪才是二级士官被嘲讽，毛毛对此表示不满生气
C_503,站长瞧不起老乡能负责，并表示他也可以，嘲讽老乡是二级士官
C_504,老乡被嘲讽敢给站长提意见，老乡不理睬他称有事离开
C_505,司务长训斥炊事班惹了大祸，班长推卸责任表示是毛毛认不清政委的官职
C_506,连长表扬小毛招惹的好，司务长班长们表示不解
C_507,小姚回应小姜找过他，小姜表示都是让他去干活，表示不满
C_508,老高表示小姜有不懂的可以问他，被战友们嘲讽发音不标准，都是错别字
C_509,班长和老高质疑小姜为何梳一头雪花，小姜嫌他们不懂离开
C_510,小姜穿毛毛的衣服被发现，毛毛表示穿上很丑想要劝退小姜
C_511,老高表示不能对小姜熟视无睹，战友们劝他不要太急 ，结果小姜回来后令大家大吃一惊
C_512,小姜表示自己造成这样的原因是浇菜地，被大周质疑，小姜继续狡辩
C_513,小姜问毛毛牛仔裤的牌子，毛毛怕小姜拿去当工作服不敢告诉他
C_514,小姜问胡毅问牛仔裤再次被拒，毛毛两人担心被小姜穿坏，小姜嘲讽他们衣服并不咋样被回怼
C_515,小姜表示自己在街上走了好久没花出去钱，老高说可以带他花钱吃海鲜
C_516,两人被班长老高等人训斥捉弄小姜，大周批评两人并让他们给小姜道歉
C_517,毛毛两人跟小姜道歉，挖苦小姜再次被班长训斥
C_518,大家批评小姜未经允许就把小张父亲领到这里，并毁坏了后厨
C_519,大家质疑大周把三轮车放在那里另有企图，纷纷询问大周让他解释
C_520,大周被怀疑翻墙出去，小胡嘲讽他惹得大周生气
C_521,老高等人都嘲讽大周不应该翻墙，大周向大家解释没有人相信
C_522,老高看六班班长眼馋流动红旗，向他发起挑衅，六班班长嘲讽他们干活轻
C_523,小姜和毛毛两人外出被抓说是班长让他们去钓鱼，班长解释没有让他们去
C_524,大周批评两人翻墙出去太不谨慎，不能被司务长发现，两人解释司务长太隐蔽看不到
C_525,毛毛看到自己不被大家照顾有情绪，大家说他没出息
C_526,大周询问毛毛是否喂嘟嘟食物，毛毛说他和嘟嘟各分了一半被大周批评说和毛毛争吃的
C_527,老高分析嘟嘟的死是因为蛇被踩到和嘟嘟同归于尽
C_528,战友们分析主要责任是毛毛没有安装防护网导致蛇才能进来
C_529,毛毛跟小张借钱，小张编理由让毛毛不满
C_530,小张告诉毛毛猪不是被蛇咬死的，证明了自己的清白，是他们冤枉了毛毛
C_531,毛毛解释完之后班长表示自己无法向连长交代，小胡为班长出主意
C_532,班长询问小胡的想法，小胡认为是自杀，令大家和老高大吃一惊
C_533,班长向司务长提议让法医解剖猪，以探明真相
C_534,大家将嘟嘟死亡源头指向了毛毛饲养过度导致嘟嘟肠胃炎死亡，毛毛表示委屈
C_535,连长担心炊事班拖后腿，班长等人表示不希望接受一班的帮助
C_536,连长找来了一班帮助，一班表示一定会全力帮助炊事班
C_537,老高让班长放心，表示自己愿意在后面推他帮助他，大周表示班长不行嘲讽他
C_538,班长跟大伙商量每天进行一公里体能训练，小胡表示太少补不过来
C_539,班长将沙子换成棉花被大家批评不自觉，大家互相找责任
C_540,一班邀功自己帮助炊事班有很大的功劳，小姜回怼一班班长
C_541,班长表示下次不再让一班帮忙，战友们说其他班没有愿意帮助炊事班的人
C_542,大家想不出主意无奈落后想要忍让放弃，班长生气不让他们放弃
C_543,班长表示应该多向一班长学习如何分配体力，战友们看到班长不跑了喜出望外
C_544,炊事班在一班的带领下取得了好成绩，大家表示班长又被跑丢了
C_545,大家抱怨做这么多好处都给兽医了，想要不帮他，毛毛提醒如果不找他以后更麻烦
C_546,大周表示找他不花钱被老高嘲讽没人敢找他，大周反驳家用电器都是他修的
C_547,大周声明如果不让他买菜就不当兽医，班长安排毛毛做大周助理
C_548,小张提醒大周要多去养殖场看看饲养的动物有没有什么异样
C_549,毛毛跟大家讲有一只羊脑子有问题，被老高嘲讽随治疗的人
C_550,大周跟毛毛传话不要让毛毛告状，生怕被班长知道了不能做兽医
C_551,毛毛安慰大周学的时间短，可以慢慢学，不让他灰心
C_552,大家表示那只羊好像被换了一样，惹得大周生气着急，小胡赶忙解释
C_553,小姜崇拜大周医术高明能够治好羊，小胡发现端倪质疑大周
C_554,班长夸赞羊比以前漂亮了，大周编造理由解释
C_555,班长开玩笑说大周肯定不会重新买只羊，知道真相后大吃一惊
C_556,达州说司务长吃的太好，毛毛跟老高怼司务长
C_557,司务长说他比洪班长强，被老高嘲讽说他只会吹牛
C_558,一班班长跟连长求情不想去炊事班，连长态度强硬，一班班长很是委屈
C_559,司务长说老高稀饭太稀没有米粒，老高狡辩让司务长不高兴，威胁他们要批评
C_560,小胡出馊主意让炒菜少放点盐，被班长和战友们拒绝认为不能弄巧成拙
C_561,小毛质疑为何小胡辨别的这么快，被班长和小姜两边解释
C_562,班长训斥一班班长说做饭太慢，全班战友都跟着批评
C_563,战友们讨论不应该让班长护着一班长，大家表示不解，班长告诉他们是让他体会炊事班的辛苦
C_564,大周心疼毛毛搬这么重的东西，毛毛说班长干的活更重，战友们调侃班长势必减肥成功
C_565,战友们安慰班长，大周也来安慰班长让他别放心上，班长不领情
C_566,卫生队女兵来看洪班长，洪班长躺在一边不见，大周两人来劝说
C_567,女兵询问洪班长的情况，听到洪班长最近不吃饭很生气，认为是贫血导致的
C_568,洪班长请求女兵再让他聋一次，想体会听不到的乐趣，小张很不理解
C_569,战友们坐一起讨论洪班长饮食问题，补充营养恢复补血
